anio,trimestre,indicador,regimen,corte,categoria_origen,categoria_destino,valor,ee,n_obs
2017,2,TOSI1,tradicional,entidad,Campeche,NA,27.09,1.093,4942
2017,3,TOSI1,tradicional,entidad,Campeche,NA,26.61,1.051,4865
2017,4,TOSI1,tradicional,entidad,Campeche,NA,25.81,0.988,4883
2018,1,TOSI1,tradicional,entidad,Campeche,NA,24.03,1.014,4857
2018,2,TOSI1,tradicional,entidad,Campeche,NA,24.79,1.023,4918
2018,3,TOSI1,tradicional,entidad,Campeche,NA,23.64,1.071,4931
2018,4,TOSI1,tradicional,entidad,Campeche,NA,23.28,1.147,5005
2019,1,TOSI1,tradicional,entidad,Campeche,NA,23.65,1.079,4946
2019,2,TOSI1,tradicional,entidad,Campeche,NA,24.69,0.915,4970
2019,3,TOSI1,tradicional,entidad,Campeche,NA,25.77,0.899,5020
2019,4,TOSI1,tradicional,entidad,Campeche,NA,26.44,1.2,5033
2020,1,TOSI1,tradicional,entidad,Campeche,NA,25.36,1.087,7135
2020,3,TOSI1,enoen,entidad,Campeche,NA,24.18,1.578,4011
2020,4,TOSI1,enoen,entidad,Campeche,NA,26.06,1.234,5779
2021,1,TOSI1,enoen,entidad,Campeche,NA,27.57,1.165,6691
2021,2,TOSI1,enoen,entidad,Campeche,NA,28.41,1.06,6987
2021,3,TOSI1,enoen,entidad,Campeche,NA,26.73,0.86,6878
2021,4,TOSI1,enoen,entidad,Campeche,NA,26.1,0.866,7376
2022,1,TOSI1,enoen,entidad,Campeche,NA,27.48,1.032,6623
2022,2,TOSI1,enoen,entidad,Campeche,NA,27.38,0.979,6879
2022,3,TOSI1,enoen,entidad,Campeche,NA,26.83,0.843,6886
2022,4,TOSI1,enoen,entidad,Campeche,NA,26.83,1.109,6769
2023,1,TOSI1,enoe_2023,entidad,Campeche,NA,28.08,0.966,7685
2023,2,TOSI1,enoe_2023,entidad,Campeche,NA,28.11,1.143,7367
2023,3,TOSI1,enoe_2023,entidad,Campeche,NA,26.06,0.797,7288
2023,4,TOSI1,enoe_2023,entidad,Campeche,NA,26.46,0.884,7413
2024,1,TOSI1,enoe_2023,entidad,Campeche,NA,26.87,0.963,7480
2024,2,TOSI1,enoe_2023,entidad,Campeche,NA,27.26,0.846,7599
2024,3,TOSI1,enoe_2023,entidad,Campeche,NA,28.05,0.929,7510
2024,4,TOSI1,enoe_2023,entidad,Campeche,NA,28.48,0.985,7495
2025,1,TOSI1,enoe_2023,entidad,Campeche,NA,28.33,0.799,7532
2025,2,TOSI1,enoe_2023,entidad,Campeche,NA,27.25,0.92,7322
2025,3,TOSI1,enoe_2023,entidad,Campeche,NA,27.56,1.075,7242
2025,4,TOSI1,enoe_2023,entidad,Campeche,NA,28.84,0.973,7396
2026,1,TOSI1,enoe_2023,entidad,Campeche,NA,27.1,1.217,7220
2026,2,TOSI1,enoe_2023,entidad,Campeche,NA,29.41,1.23,7204
2005,1,TOSI1,tradicional,entidad,Chiapas,NA,26.25,1.117,5746
2005,2,TOSI1,tradicional,entidad,Chiapas,NA,25.73,1.392,5989
2005,3,TOSI1,tradicional,entidad,Chiapas,NA,25.4,1.036,6102
2005,4,TOSI1,tradicional,entidad,Chiapas,NA,25.27,1.181,5885
2006,1,TOSI1,tradicional,entidad,Chiapas,NA,23.9,1.165,5795
2006,2,TOSI1,tradicional,entidad,Chiapas,NA,24.32,1.004,5945
2006,3,TOSI1,tradicional,entidad,Chiapas,NA,24.97,1.141,5988
2006,4,TOSI1,tradicional,entidad,Chiapas,NA,25.32,1.279,6013
2007,1,TOSI1,tradicional,entidad,Chiapas,NA,25.69,1.241,6004
2007,2,TOSI1,tradicional,entidad,Chiapas,NA,26.33,1.321,6040
2007,3,TOSI1,tradicional,entidad,Chiapas,NA,25.06,1.446,5921
2007,4,TOSI1,tradicional,entidad,Chiapas,NA,24.75,1.392,6039
2008,1,TOSI1,tradicional,entidad,Chiapas,NA,24.61,1.486,5857
2008,2,TOSI1,tradicional,entidad,Chiapas,NA,22.34,1.055,5956
2008,3,TOSI1,tradicional,entidad,Chiapas,NA,22.86,1.114,5931
2008,4,TOSI1,tradicional,entidad,Chiapas,NA,21.06,1.02,5796
2009,1,TOSI1,tradicional,entidad,Chiapas,NA,22.65,1.257,5846
2009,2,TOSI1,tradicional,entidad,Chiapas,NA,23.51,1.112,5856
2009,3,TOSI1,tradicional,entidad,Chiapas,NA,22.76,1.254,5989
2009,4,TOSI1,tradicional,entidad,Chiapas,NA,23.17,1.116,6159
2010,1,TOSI1,tradicional,entidad,Chiapas,NA,22.52,1.113,6182
2010,2,TOSI1,tradicional,entidad,Chiapas,NA,22.89,1.231,6286
2010,3,TOSI1,tradicional,entidad,Chiapas,NA,23.58,1.114,6158
2010,4,TOSI1,tradicional,entidad,Chiapas,NA,19.7,0.945,5994
2011,1,TOSI1,tradicional,entidad,Chiapas,NA,22.02,1.16,6089
2011,2,TOSI1,tradicional,entidad,Chiapas,NA,23.3,1.174,6090
2011,3,TOSI1,tradicional,entidad,Chiapas,NA,20.59,1.254,6006
2011,4,TOSI1,tradicional,entidad,Chiapas,NA,21.82,1.094,6131
2012,1,TOSI1,tradicional,entidad,Chiapas,NA,21.19,1.125,6115
2012,2,TOSI1,tradicional,entidad,Chiapas,NA,21.38,1.079,6185
2012,3,TOSI1,tradicional,entidad,Chiapas,NA,22.11,1.251,6038
2012,4,TOSI1,tradicional,entidad,Chiapas,NA,18.87,1.06,5842
2013,1,TOSI1,tradicional,entidad,Chiapas,NA,21.69,1.325,5879
2013,2,TOSI1,tradicional,entidad,Chiapas,NA,23.25,1.334,5835
2013,3,TOSI1,tradicional,entidad,Chiapas,NA,23.42,1.334,5908
2013,4,TOSI1,tradicional,entidad,Chiapas,NA,23.12,1.256,5872
2014,1,TOSI1,tradicional,entidad,Chiapas,NA,23.49,1.396,5770
2014,2,TOSI1,tradicional,entidad,Chiapas,NA,23.33,1.544,5571
2014,3,TOSI1,tradicional,entidad,Chiapas,NA,22.76,1.391,5522
2014,4,TOSI1,tradicional,entidad,Chiapas,NA,22.4,1.269,5622
2015,1,TOSI1,tradicional,entidad,Chiapas,NA,23.9,1.625,5741
2015,2,TOSI1,tradicional,entidad,Chiapas,NA,23.49,1.451,5742
2015,3,TOSI1,tradicional,entidad,Chiapas,NA,23.72,1.459,5753
2015,4,TOSI1,tradicional,entidad,Chiapas,NA,24.64,1.418,5773
2016,1,TOSI1,tradicional,entidad,Chiapas,NA,26.01,1.659,5753
2016,2,TOSI1,tradicional,entidad,Chiapas,NA,26.36,1.477,5613
2016,3,TOSI1,tradicional,entidad,Chiapas,NA,26.04,1.526,5578
2016,4,TOSI1,tradicional,entidad,Chiapas,NA,24.48,1.611,5519
2017,1,TOSI1,tradicional,entidad,Chiapas,NA,26.33,1.457,5584
2017,2,TOSI1,tradicional,entidad,Chiapas,NA,24.93,1.455,5453
2017,3,TOSI1,tradicional,entidad,Chiapas,NA,24.71,1.528,5389
2017,4,TOSI1,tradicional,entidad,Chiapas,NA,22.83,1.226,5319
2018,1,TOSI1,tradicional,entidad,Chiapas,NA,24.75,1.401,5415
2018,2,TOSI1,tradicional,entidad,Chiapas,NA,21.79,1.506,5356
2018,3,TOSI1,tradicional,entidad,Chiapas,NA,22.18,1.311,5383
2018,4,TOSI1,tradicional,entidad,Chiapas,NA,21.35,1.277,5373
2019,1,TOSI1,tradicional,entidad,Chiapas,NA,22.39,1.236,5444
2019,2,TOSI1,tradicional,entidad,Chiapas,NA,27.15,1.293,5811
2019,3,TOSI1,tradicional,entidad,Chiapas,NA,26.63,1.283,5693
2019,4,TOSI1,tradicional,entidad,Chiapas,NA,25.4,1.374,5654
2020,1,TOSI1,tradicional,entidad,Chiapas,NA,24.13,1.153,8164
2020,3,TOSI1,enoen,entidad,Chiapas,NA,23.33,1.624,6376
2020,4,TOSI1,enoen,entidad,Chiapas,NA,23.56,1.705,7744
2021,1,TOSI1,enoen,entidad,Chiapas,NA,26.77,1.586,8046
2021,2,TOSI1,enoen,entidad,Chiapas,NA,27.53,1.681,8204
2021,3,TOSI1,enoen,entidad,Chiapas,NA,23.46,1.567,8150
2021,4,TOSI1,enoen,entidad,Chiapas,NA,29.4,1.249,8738
2022,1,TOSI1,enoen,entidad,Chiapas,NA,26.84,1.346,8254
2022,2,TOSI1,enoen,entidad,Chiapas,NA,26.81,1.351,8150
2022,3,TOSI1,enoen,entidad,Chiapas,NA,26.23,1.308,8312
2022,4,TOSI1,enoen,entidad,Chiapas,NA,25.37,1.184,8207
2023,1,TOSI1,enoe_2023,entidad,Chiapas,NA,27.42,1.387,8970
2023,2,TOSI1,enoe_2023,entidad,Chiapas,NA,26.13,1.352,8703
2023,3,TOSI1,enoe_2023,entidad,Chiapas,NA,25.26,1.204,8608
2023,4,TOSI1,enoe_2023,entidad,Chiapas,NA,28.3,1.223,8469
2024,1,TOSI1,enoe_2023,entidad,Chiapas,NA,26.87,1.19,8383
2024,2,TOSI1,enoe_2023,entidad,Chiapas,NA,27.07,1.378,8184
2024,3,TOSI1,enoe_2023,entidad,Chiapas,NA,26.38,1.097,8266
2024,4,TOSI1,enoe_2023,entidad,Chiapas,NA,28.9,1.242,8243
2025,1,TOSI1,enoe_2023,entidad,Chiapas,NA,29.57,1.87,8362
2025,2,TOSI1,enoe_2023,entidad,Chiapas,NA,29.3,1.526,8367
2025,3,TOSI1,enoe_2023,entidad,Chiapas,NA,30.36,1.796,8587
2025,4,TOSI1,enoe_2023,entidad,Chiapas,NA,30.1,1.562,8540
2026,1,TOSI1,enoe_2023,entidad,Chiapas,NA,29.32,1.418,8503
2026,2,TOSI1,enoe_2023,entidad,Chiapas,NA,32.03,1.446,8467
2005,1,TOSI1,tradicional,entidad,Chihuahua,NA,15.99,1.116,4042
2005,2,TOSI1,tradicional,entidad,Chihuahua,NA,14.84,0.97,4300
2005,3,TOSI1,tradicional,entidad,Chihuahua,NA,18.25,1.153,4348
2005,4,TOSI1,tradicional,entidad,Chihuahua,NA,17.35,1.163,4477
2006,1,TOSI1,tradicional,entidad,Chihuahua,NA,17.07,1.225,4490
2006,2,TOSI1,tradicional,entidad,Chihuahua,NA,16.33,1.198,4501
2006,3,TOSI1,tradicional,entidad,Chihuahua,NA,17.7,1.139,4518
2006,4,TOSI1,tradicional,entidad,Chihuahua,NA,17.47,1.153,4434
2007,1,TOSI1,tradicional,entidad,Chihuahua,NA,18.57,1.142,4486
2007,2,TOSI1,tradicional,entidad,Chihuahua,NA,16.97,1.122,4623
2007,3,TOSI1,tradicional,entidad,Chihuahua,NA,18.06,1.122,4498
2007,4,TOSI1,tradicional,entidad,Chihuahua,NA,18.08,1.252,4586
2008,1,TOSI1,tradicional,entidad,Chihuahua,NA,17.25,1.039,4507
2008,2,TOSI1,tradicional,entidad,Chihuahua,NA,17.3,1.346,4467
2008,3,TOSI1,tradicional,entidad,Chihuahua,NA,19.19,1.143,4439
2008,4,TOSI1,tradicional,entidad,Chihuahua,NA,19.51,1.268,4300
2009,1,TOSI1,tradicional,entidad,Chihuahua,NA,20.36,1.271,4095
2009,2,TOSI1,tradicional,entidad,Chihuahua,NA,19.91,1.271,4178
2009,3,TOSI1,tradicional,entidad,Chihuahua,NA,19.27,1.108,4254
2009,4,TOSI1,tradicional,entidad,Chihuahua,NA,18.46,1.235,4231
2010,1,TOSI1,tradicional,entidad,Chihuahua,NA,18.3,1.079,4146
2010,2,TOSI1,tradicional,entidad,Chihuahua,NA,19.32,1.183,4268
2010,3,TOSI1,tradicional,entidad,Chihuahua,NA,19.28,1.217,4170
2010,4,TOSI1,tradicional,entidad,Chihuahua,NA,19.99,1.195,3976
2011,1,TOSI1,tradicional,entidad,Chihuahua,NA,20.37,1.147,3986
2011,2,TOSI1,tradicional,entidad,Chihuahua,NA,20.94,1.188,4083
2011,3,TOSI1,tradicional,entidad,Chihuahua,NA,20.2,1.093,4152
2011,4,TOSI1,tradicional,entidad,Chihuahua,NA,20.39,1.162,4252
2012,1,TOSI1,tradicional,entidad,Chihuahua,NA,20.29,1.197,4166
2012,2,TOSI1,tradicional,entidad,Chihuahua,NA,19.26,1.073,4310
2012,3,TOSI1,tradicional,entidad,Chihuahua,NA,19.25,1.26,4284
2012,4,TOSI1,tradicional,entidad,Chihuahua,NA,18.81,1.078,4233
2013,1,TOSI1,tradicional,entidad,Chihuahua,NA,16.54,0.971,4241
2013,2,TOSI1,tradicional,entidad,Chihuahua,NA,19.16,0.979,4356
2013,3,TOSI1,tradicional,entidad,Chihuahua,NA,17.55,0.87,4392
2013,4,TOSI1,tradicional,entidad,Chihuahua,NA,16.25,0.708,4572
2014,1,TOSI1,tradicional,entidad,Chihuahua,NA,16.14,0.806,4613
2014,2,TOSI1,tradicional,entidad,Chihuahua,NA,15.92,0.753,4682
2014,3,TOSI1,tradicional,entidad,Chihuahua,NA,16.57,0.899,4722
2014,4,TOSI1,tradicional,entidad,Chihuahua,NA,16.04,0.775,4721
2015,1,TOSI1,tradicional,entidad,Chihuahua,NA,16.19,0.87,4803
2015,2,TOSI1,tradicional,entidad,Chihuahua,NA,15.36,0.769,4822
2015,3,TOSI1,tradicional,entidad,Chihuahua,NA,17.03,0.847,4891
2015,4,TOSI1,tradicional,entidad,Chihuahua,NA,17.58,0.786,4959
2016,1,TOSI1,tradicional,entidad,Chihuahua,NA,15.19,0.745,4858
2016,2,TOSI1,tradicional,entidad,Chihuahua,NA,14.59,0.771,4935
2016,3,TOSI1,tradicional,entidad,Chihuahua,NA,14.15,0.86,4888
2016,4,TOSI1,tradicional,entidad,Chihuahua,NA,16.38,0.869,4909
2017,1,TOSI1,tradicional,entidad,Chihuahua,NA,15.86,0.942,4830
2017,2,TOSI1,tradicional,entidad,Chihuahua,NA,17.34,0.904,4843
2017,3,TOSI1,tradicional,entidad,Chihuahua,NA,16.12,0.828,4650
2017,4,TOSI1,tradicional,entidad,Chihuahua,NA,17.14,0.921,4758
2018,1,TOSI1,tradicional,entidad,Chihuahua,NA,15.94,0.769,4678
2018,2,TOSI1,tradicional,entidad,Chihuahua,NA,16.42,0.764,4767
2018,3,TOSI1,tradicional,entidad,Chihuahua,NA,16.73,0.775,4780
2018,4,TOSI1,tradicional,entidad,Chihuahua,NA,16.07,0.75,4865
2019,1,TOSI1,tradicional,entidad,Chihuahua,NA,16.35,0.665,6787
2019,2,TOSI1,tradicional,entidad,Chihuahua,NA,15.3,0.663,6923
2019,3,TOSI1,tradicional,entidad,Chihuahua,NA,15.8,0.562,6918
2019,4,TOSI1,tradicional,entidad,Chihuahua,NA,16.44,0.673,6938
2020,1,TOSI1,tradicional,entidad,Chihuahua,NA,15.35,0.67,6867
2020,3,TOSI1,enoen,entidad,Chihuahua,NA,16.48,0.717,5894
2020,4,TOSI1,enoen,entidad,Chihuahua,NA,16.31,0.874,5616
2021,1,TOSI1,enoen,entidad,Chihuahua,NA,14.55,0.646,6355
2021,2,TOSI1,enoen,entidad,Chihuahua,NA,16.13,0.678,6454
2021,3,TOSI1,enoen,entidad,Chihuahua,NA,15.47,0.601,7308
2021,4,TOSI1,enoen,entidad,Chihuahua,NA,15.4,0.614,7389
2022,1,TOSI1,enoen,entidad,Chihuahua,NA,15.06,0.701,6679
2022,2,TOSI1,enoen,entidad,Chihuahua,NA,16.82,0.667,6901
2022,3,TOSI1,enoen,entidad,Chihuahua,NA,15.4,0.635,6967
2022,4,TOSI1,enoen,entidad,Chihuahua,NA,16.15,0.798,6893
2023,1,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.46,0.599,7469
2023,2,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.6,0.668,7315
2023,3,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.65,0.683,7379
2023,4,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.24,0.675,7256
2024,1,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.18,0.679,7105
2024,2,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.15,0.685,7216
2024,3,TOSI1,enoe_2023,entidad,Chihuahua,NA,16.05,0.647,7298
2024,4,TOSI1,enoe_2023,entidad,Chihuahua,NA,14.76,0.723,7162
2025,1,TOSI1,enoe_2023,entidad,Chihuahua,NA,14.24,0.597,6949
2025,2,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.18,0.667,7362
2025,3,TOSI1,enoe_2023,entidad,Chihuahua,NA,16.55,0.674,7065
2025,4,TOSI1,enoe_2023,entidad,Chihuahua,NA,16.74,0.631,6907
2026,1,TOSI1,enoe_2023,entidad,Chihuahua,NA,16.27,0.665,6786
2026,2,TOSI1,enoe_2023,entidad,Chihuahua,NA,15.52,0.659,6876
2005,1,TOSI1,tradicional,entidad,Ciudad de México,NA,28.74,0.81,4511
2005,2,TOSI1,tradicional,entidad,Ciudad de México,NA,27.88,0.828,4538
2005,3,TOSI1,tradicional,entidad,Ciudad de México,NA,30,0.873,4448
2005,4,TOSI1,tradicional,entidad,Ciudad de México,NA,30.76,0.858,4616
2006,1,TOSI1,tradicional,entidad,Ciudad de México,NA,29.57,0.914,4622
2006,2,TOSI1,tradicional,entidad,Ciudad de México,NA,27.64,0.814,4504
2006,3,TOSI1,tradicional,entidad,Ciudad de México,NA,25.56,0.844,4607
2006,4,TOSI1,tradicional,entidad,Ciudad de México,NA,24.81,0.825,4565
2007,1,TOSI1,tradicional,entidad,Ciudad de México,NA,25.2,0.838,4635
2007,2,TOSI1,tradicional,entidad,Ciudad de México,NA,24.94,0.81,4573
2007,3,TOSI1,tradicional,entidad,Ciudad de México,NA,25.67,0.787,4504
2007,4,TOSI1,tradicional,entidad,Ciudad de México,NA,26.21,0.808,4558
2008,1,TOSI1,tradicional,entidad,Ciudad de México,NA,26.19,0.794,4539
2008,2,TOSI1,tradicional,entidad,Ciudad de México,NA,27.25,0.816,4571
2008,3,TOSI1,tradicional,entidad,Ciudad de México,NA,25.58,0.774,4381
2008,4,TOSI1,tradicional,entidad,Ciudad de México,NA,26.43,0.811,4267
2009,1,TOSI1,tradicional,entidad,Ciudad de México,NA,26.54,0.82,4306
2009,2,TOSI1,tradicional,entidad,Ciudad de México,NA,28.11,0.892,4226
2009,3,TOSI1,tradicional,entidad,Ciudad de México,NA,26.67,0.889,4215
2009,4,TOSI1,tradicional,entidad,Ciudad de México,NA,27.18,0.85,4170
2010,1,TOSI1,tradicional,entidad,Ciudad de México,NA,28.12,0.908,4253
2010,2,TOSI1,tradicional,entidad,Ciudad de México,NA,27.3,0.854,4285
2010,3,TOSI1,tradicional,entidad,Ciudad de México,NA,26.63,0.798,4355
2010,4,TOSI1,tradicional,entidad,Ciudad de México,NA,26.63,0.871,4169
2011,1,TOSI1,tradicional,entidad,Ciudad de México,NA,27.18,0.849,4181
2011,2,TOSI1,tradicional,entidad,Ciudad de México,NA,27.64,0.851,4221
2011,3,TOSI1,tradicional,entidad,Ciudad de México,NA,28.9,0.886,4313
2011,4,TOSI1,tradicional,entidad,Ciudad de México,NA,28.62,0.893,4417
2012,1,TOSI1,tradicional,entidad,Ciudad de México,NA,29.38,0.854,4362
2012,2,TOSI1,tradicional,entidad,Ciudad de México,NA,28.81,0.856,4493
2012,3,TOSI1,tradicional,entidad,Ciudad de México,NA,28.85,0.856,4533
2012,4,TOSI1,tradicional,entidad,Ciudad de México,NA,28.44,0.895,4458
2013,1,TOSI1,tradicional,entidad,Ciudad de México,NA,29.39,0.873,4417
2013,2,TOSI1,tradicional,entidad,Ciudad de México,NA,29.16,0.83,4443
2013,3,TOSI1,tradicional,entidad,Ciudad de México,NA,28.98,0.871,4486
2013,4,TOSI1,tradicional,entidad,Ciudad de México,NA,28.89,0.861,4588
2014,1,TOSI1,tradicional,entidad,Ciudad de México,NA,29.62,0.84,4498
2014,2,TOSI1,tradicional,entidad,Ciudad de México,NA,29.2,0.892,4482
2014,3,TOSI1,tradicional,entidad,Ciudad de México,NA,28.96,0.883,4408
2014,4,TOSI1,tradicional,entidad,Ciudad de México,NA,30.89,0.945,4349
2015,1,TOSI1,tradicional,entidad,Ciudad de México,NA,30.37,0.902,4278
2015,2,TOSI1,tradicional,entidad,Ciudad de México,NA,30.03,0.907,4366
2015,3,TOSI1,tradicional,entidad,Ciudad de México,NA,28.84,0.876,4535
2015,4,TOSI1,tradicional,entidad,Ciudad de México,NA,28.66,0.87,4270
2016,1,TOSI1,tradicional,entidad,Ciudad de México,NA,27.53,0.837,4345
2016,2,TOSI1,tradicional,entidad,Ciudad de México,NA,26.64,0.844,4394
2016,3,TOSI1,tradicional,entidad,Ciudad de México,NA,26.74,0.845,4387
2016,4,TOSI1,tradicional,entidad,Ciudad de México,NA,27.6,0.918,4455
2017,1,TOSI1,tradicional,entidad,Ciudad de México,NA,28.6,0.865,4473
2017,2,TOSI1,tradicional,entidad,Ciudad de México,NA,27.7,0.843,4398
2017,3,TOSI1,tradicional,entidad,Ciudad de México,NA,27.2,0.897,4308
2017,4,TOSI1,tradicional,entidad,Ciudad de México,NA,26.96,0.881,4249
2018,1,TOSI1,tradicional,entidad,Ciudad de México,NA,28.06,0.862,4341
2018,2,TOSI1,tradicional,entidad,Ciudad de México,NA,28.6,0.885,4391
2018,3,TOSI1,tradicional,entidad,Ciudad de México,NA,28.67,0.89,4483
2018,4,TOSI1,tradicional,entidad,Ciudad de México,NA,29.34,0.898,4340
2019,1,TOSI1,tradicional,entidad,Ciudad de México,NA,30.62,0.953,4399
2019,2,TOSI1,tradicional,entidad,Ciudad de México,NA,31.76,0.903,4481
2019,3,TOSI1,tradicional,entidad,Ciudad de México,NA,30.69,0.875,4539
2019,4,TOSI1,tradicional,entidad,Ciudad de México,NA,30.12,0.893,4513
2020,1,TOSI1,tradicional,entidad,Ciudad de México,NA,28.75,0.82,4420
2020,3,TOSI1,enoen,entidad,Ciudad de México,NA,27.49,1.129,3646
2020,4,TOSI1,enoen,entidad,Ciudad de México,NA,29.08,1.146,3722
2021,1,TOSI1,enoen,entidad,Ciudad de México,NA,29.29,1.108,3351
2021,2,TOSI1,enoen,entidad,Ciudad de México,NA,29.69,1.111,3511
2021,3,TOSI1,enoen,entidad,Ciudad de México,NA,31.62,0.976,4381
2021,4,TOSI1,enoen,entidad,Ciudad de México,NA,30.24,0.941,4464
2022,1,TOSI1,enoen,entidad,Ciudad de México,NA,29.38,0.954,4114
2022,2,TOSI1,enoen,entidad,Ciudad de México,NA,31.72,0.97,4262
2022,3,TOSI1,enoen,entidad,Ciudad de México,NA,30.7,0.972,4200
2022,4,TOSI1,enoen,entidad,Ciudad de México,NA,28.46,0.937,4186
2023,1,TOSI1,enoe_2023,entidad,Ciudad de México,NA,29.39,0.945,4662
2023,2,TOSI1,enoe_2023,entidad,Ciudad de México,NA,29.22,0.948,4488
2023,3,TOSI1,enoe_2023,entidad,Ciudad de México,NA,29.71,1.007,4555
2023,4,TOSI1,enoe_2023,entidad,Ciudad de México,NA,28.47,0.945,4546
2024,1,TOSI1,enoe_2023,entidad,Ciudad de México,NA,28.08,0.913,4660
2024,2,TOSI1,enoe_2023,entidad,Ciudad de México,NA,27.27,0.914,4907
2024,3,TOSI1,enoe_2023,entidad,Ciudad de México,NA,26.78,0.822,4918
2024,4,TOSI1,enoe_2023,entidad,Ciudad de México,NA,27,0.814,5143
2025,1,TOSI1,enoe_2023,entidad,Ciudad de México,NA,27.06,0.854,4923
2025,2,TOSI1,enoe_2023,entidad,Ciudad de México,NA,26.45,0.836,4926
2025,3,TOSI1,enoe_2023,entidad,Ciudad de México,NA,29.21,0.855,4903
2025,4,TOSI1,enoe_2023,entidad,Ciudad de México,NA,28.41,0.812,4799
2026,1,TOSI1,enoe_2023,entidad,Ciudad de México,NA,26.86,0.808,4782
2026,2,TOSI1,enoe_2023,entidad,Ciudad de México,NA,27.93,0.836,4760
2005,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.4,1.084,4747
2005,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.13,1.082,4894
2005,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.15,0.859,4903
2005,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.72,0.867,5082
2006,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.38,1.032,5041
2006,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.67,0.99,5164
2006,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,21.76,0.961,5252
2006,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,21.04,0.886,5185
2007,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.26,0.961,5197
2007,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.01,0.985,5272
2007,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.23,0.888,5337
2007,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,25.79,0.878,5684
2008,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,26.59,1.085,5468
2008,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.95,1.097,5439
2008,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.65,0.861,5234
2008,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.99,1.021,5164
2009,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.79,0.932,5019
2009,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.42,0.815,4924
2009,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,25.07,0.934,4872
2009,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,25.77,0.843,5098
2010,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.25,1.084,5031
2010,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,26.48,0.886,5080
2010,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,25.58,0.873,5030
2010,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.78,0.927,4940
2011,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.93,0.833,4910
2011,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.71,0.835,5101
2011,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.06,0.834,5137
2011,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.41,1.026,5158
2012,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.68,0.952,5039
2012,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,25.35,0.982,5110
2012,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,26.57,0.836,5251
2012,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.18,0.971,5010
2013,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.34,1.009,5009
2013,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,24.02,1.06,5112
2013,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.44,0.856,5179
2013,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,23.26,0.941,5248
2014,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,21.49,0.923,5091
2014,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,22.28,0.968,5282
2014,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,21.93,0.845,5394
2014,4,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,18.89,0.91,5296
2015,1,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,20.71,0.936,5219
2015,2,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,20.22,0.921,5229
2015,3,TOSI1,tradicional,entidad,Coahuila de Zaragoza,NA,19.66,0.836,5211
